id,category,strong_1,strong_2,medium,low_1,low_2,low_3,value
id_17,B,57.04621124873813,108.22032461394687,16.03900324858679,3.2539969815926773,6.97015740995268,4.089529444142698,73.47898286278264
id_18,B,90.10984903770199,71.19420353316215,9.325925519992712,7.464914051180242,,1.7329432007084578,74.712350873309
id_19,B,53.727532183988544,113.55353990939867,2.038757077738196,6.496328990472147,3.5949115121975517,1.5643704267108605,69.25878573315757
id_20,A,99.34434683002587,92.36053451493905,29.54464715941209,8.49223410494178,2.9359184426449336,2.502428981645953,91.61973262099056
id_21,C,88.61223846483287,108.44640930984374,33.87821809211412,6.576128923003433,8.093611554785136,5.4922666470612045,91.96790512217211
id_22,A,59.93578407670862,113.7654779954096,0.8293914463928076,5.683086033354716,8.101133946791808,7.145959227000623,75.76341577332977
id_23,A,50.27610585618012,79.08020849831183,25.60465291496405,0.9367476782809248,8.670723185801037,6.601973767177313,61.69337015929156
id_24,B,90.77307142274171,66.6031154716606,11.324788759896897,3.6771580305943354,9.132405525564714,2.7993389694594284,73.6153692693487
id_25,B,85.34286719238085,73.6761097525165,32.25863952047249,2.6520236768172545,5.113423988609378,9.54865280663194,82.07540414107324
id_26,C,86.45035840204937,85.62646731757538,8.718321450249572,2.4398964337908358,5.015162946871996,7.378969166957685,80.35526278477239
id_27,A,88.56351733429729,109.08088595534959,34.546886905123294,9.730105547524456,7.9829517896677515,5.543540525114007,96.5660753898757
id_28,B,53.70223258670452,111.64383499538062,19.33676731502687,3.930977246667604,6.4996393077776515,6.117207462343522,74.57259817248146
id_29,B,67.92328642721363,60.41712783187144,46.836499436836725,8.920465551771134,7.019668772577034,4.196000624277899,65.67468313572759
id_30,A,55.79345297625649,90.64483815465394,6.876047207299663,6.311386259972629,7.95792669436101,2.4773098950115746,62.33733890303215
id_31,C,93.15517129377967,85.04466018892674,17.053317552512926,7.948113035416484,8.900053418175663,3.559726786512616,86.93707966633077
id_32,A,81.1649063413779,73.32646862824382,5.673676062029454,5.026370931051921,3.379951568515358,7.578461104643691,73.4809200617021
id_33,A,66.54490124263246,67.19192204002097,46.23468091392814,5.769038846263591,3.75582952639944,0.14393488629755868,69.45547821940062
id_34,,53.177917514301186,80.25691028421768,43.86696766904905,4.925176938188639,0.93981939840869,1.1607264050691624,66.58265791287656
id_35,,65.54911608578311,116.57458223475115,12.89708138575778,1.952429877980445,5.78280140996174,0.4600264202175275,83.36700546972185
id_36,C,66.25916610133736,79.39217592124531,32.999202301708955,7.224521152615053,0.35942273796742086,0.40728802318970136,69.2070867526696
id_37,B,86.4803089169032,91.12743730460197,40.86111001006079,2.807723624408558,4.655980181324601,8.554605840110073,89.46054743913226
id_38,A,81.87787356776066,102.18113753371067,27.760040579973115,0.2431596643145384,5.426446347075766,7.036578593800237,85.8711522004551
id_39,C,94.36063712881634,81.81777614275764,26.482528917800323,6.454722959071678,2.865412521282844,4.741738290873252,85.38320021199556
id_40,B,73.61074625809746,118.30692496325764,12.092614545022585,1.7711067940704894,5.9083326056901075,0.9783416065100148,87.7124765220633
id_41,A,,117.74683769652668,4.655138390294961,9.404585843529143,0.3050024993904943,4.916158751168323,75.64781501148688
id_42,B,85.66223936114974,75.10693774952185,44.860787897666334,9.539285770025874,0.37348188749214417,4.734717707805657,85.05621405985367
id_43,A,88.03925243084487,89.83491035354312,45.02090285816652,9.148643902204485,8.226005606596583,1.7320186991001518,93.06697757490211
id_44,,78.06385987847482,78.05269858900618,31.655072863663396,3.7015870025544437,3.601906414112629,4.33851649237973,76.80102950606027
id_45,A,88.54835899772806,77.09042966264806,16.951489552435035,0.15456616528867428,1.2706051265188478,3.9850473439737346,81.17505250305985
id_46,C,74.68977981821953,62.213216841271965,17.460478730633046,9.283185625877254,5.222432600548044,6.158500980522165,65.71477331914043
id_47,B,76.1366414690997,96.57386003879381,36.297783943511966,4.281841483173143,7.699935530986108,6.350936508676438,84.13420521781048
id_48,B,71.37705091792748,90.16074139373168,44.85551299762886,,2.1582102749684315,0.4530400977204452,79.61375439662456
id_49,B,51.27095633720476,63.08872507499936,44.354321213255865,9.636199770892528,6.228904758190002,3.746126146264712,59.73440620380411
id_50,A,55.39457134966522,76.71878785419669,38.99377729288119,8.530094554673601,0.85347464993768,6.258599157142363,67.14453915533596
